tweet_preproc,sentiment
  c5n lorenaseriniok robertofunesu gente este ves uno poco de seriedad y responsabilidad a el 18hs al menos parecer uno canal serio,pos
  rt karlosalvert hoyvotomacri lujan de cuyo y ugarteche mendoza llegar el urna con solo boleta de scioli y q no haber boleta de m,neu
  rt noemireyes227 chelovillaver buen día marcir el gran día llegar yovotoamacri cambier macripresidente,pos
  rt lanacion por falta de reserva el bcra recurrir a dólares de el banco,neg
  rt facusantiago llegar el día que tanto estár esperar llegar el día del cambio hoyvotomacri cambier,neu
rt lanacion elección denunciar a cfkargentina y a danielscioli por violar el veda electoral,neg
eugegaray13 q saber si ppr tu voto perder macri,neg
  rt dantespinetta ir a estar bien argentino ganar quien ganar argentino,pos
  rt isabelguillen4 buen día argentino,pos
rt lanataenel13 reportar problema en mucho escuela del conurbano el robo de boleta de macri ser masivo en lugar como laferrerir y ba,neg
  gente buen diar como fiscalgeneral él pedir mujer sin cartera a votar por favor cambier ballotage,pos
  de el sota ser el normalizador del pj y llamar a elección interno,neu
rt elvengak macri ser rechazar por alfonsin el indio solari paenzo dolinar entre mucho que necesitás que resucitar san martin y tú,neg
  rt periodistaperon macri decir que su procesamiento ser uno maniobra de el k pero el que él procesar ser nismar vo so is nismar votás,neg
  porque vota a macri prometer el revolución de el alegría cambiar vo salame yovotoascioli,pos
  rt pagina12 ser tres el jihadista muerto en saint denis el cuerpo de uno mujer ser encontrar en el edif,neg
  mauriciomacri buen dia de todo corazón él desear mucho buena elección,pos
  tener uno pesadilla yo despertar sobresaltado soñé que ganar scioli ser horrible,pos
  si ganar macri el sonrisa ir a venir con cara de culo ir cambier carajo ir mauri ir argentino,neg
  hoy tener uno día llaaarrggoooo camero balotaje2015 smilingfacir,neu
  rt infobae diario tapa del día clarín el nación diario popular crónico,pos
  pedir amlo crear comités en el 300 distrito tras rendir protesta indicar que el elección presidencial n,neu
  elección 2015 el ballottage minuto a minuto lanacion,neu
  qué decir daniel scioli y mauricio macri con su gesto durante el campaña,neu
mauriciomacri no yo defraudser mier que confiar plenamente en vo,neg
  elecciones2015 avellanedar todo el cobertura de el elección presidencial estar en el mira seguino,neu
  karukar2 bastar de montonero terrorista votar macri,neg
  rt penguinkiller62 mucho buen domingo como decir otro mauricio todo tener uno final todo terminar hoy empezar uno argentina libre htt,pos
  rt joyasaltagama ya comenzar el elección argentino en australia,neu
  feliz domingo ir argentinar el malvina ser latino mejorscioli rt,pos
  hoy domingo de balotaje seguí el cobertura especial de anccom presente en el dos bunker cc unfernandezma pablorferreyra foier,neu
  rt guillelobo por temor a isis realbarcelonar custodiado por 3000 efectivo de el policía él mismo que en argentina p uno clásico sin vis,neu
  rt monicacicchitti pedrogomez2210 justicia mañana cambier,neu
rt ideasgeneral hoy tener que asumir si ganar macri nada ser facil con el kirchnerismo acosar pero él acabo el personalismo ht,neg
  rt conocealpro cambier elecciones2015 hoyvotomacri,neu
reaparecer máximo votar y criticar a macri por no ir a santa cruz en el nacion,neg
  rt carlosramirezl3 venezuelo ser uno tacita de plata si todo el día de todo el semana de todo el mes de todo el año estu,neu
  rt actualidadrt arranco en argentina el 2ª vuelta de el presidencial seguir nuestro cobertura especial,pos
rt lanacion elección denunciar a cfkargentina y a danielscioli por violar el veda electoral,neg
  rt mathisal todo el pibito re manejar con el ballotage yo con 16 año ni empedo yo levantar temprano para ir a votar menos dejar uno s,neu
  mauriciomacri mariuvidal atento con el microfono que él deber haber dejar en casa de gobierno y olivo,pos
  rt arodriguezok faltar nada p disfrutar de uno victoria que ya empezar con uno triunfo el de haber dejar el piel porsciolipresidente,neg
  rt elflacobuenagen estan regalar tambien tableta en el universidad bolivariana en punto fijo desde el semana pasado q verguenzo h,neg
  el historia detrása del ballotage otro articulo de el terminal 45 40 y 10 vía laterminalblog,neu
  argentinar el vida no estar hecho de deseo y él de el acto de cada uno elegir infomado elegir en conciencia,pos
  hoy saber si seguir feliz y orgulloso de nargentina planear futuro y soñar nvacación ke llegar en uno par de mes o si en,pos
  rt mcristi2009 hola hotbeverage que el sentido común prever hoy en argentina argentino y él liberar con mauriciomacri suerte dio bendiga y protejar a ver,pos
  rt posquiroli 8 20 escuela cerrado cambiemo,neu
  rt hmcsanfer no poder perder otro oportunidad y menos q gane el derecha en el urna queganescioli,neu
  rt findelcuentok hoyvotomacri porque pasar ya mucho tiempo desde el 13s el 8n el 18f y nada cambio hoy ser hora que cambier,neu
  rt pasantemossad hacer 4 año decir que el tenía adentro y que armes uno partido y tú presente a elección hoy pedir por favor que el,neu
  rt betianaat hacer patria carajo mejorscioli sciolipresidente victoryhand victoryhand,neg
  rt alesmiguens apabullante a favor de mauriciomacri en el exterior boco de urna de nuevo zelanda y australia arrojar 73 para el pro,neg
  todo el que estar en contra del socialismo del siglo xxi somosmacri macripresidente yocambio,neu
  rt enziitoofiat elecciones2015 hoyvotomacri x uno cambio yo cansir de ver el país q haber crear el k y el forma en q desperdiciar plata,neg
  rt socialismoya argentino vibrar en su esencia peronista y latinoamericano ahorascioli mejorscioli yovotoascioli votaraconciencia vot,neu
  albertrivera ganar el elección quien piense en españa y no en su partido ilusiónnaranjo,pos
  rt sebakatz para ser campeón hoy haber que ganar cambier,pos
  rt informe21 saber cómo el yoga tú ayudar a encontrarte españa venezuela argentina colombia erikadlv,pos
  rt lanacion por falta de reserva el bcra recurrir a dólares de el banco,neg
yovotepormassa que tristeza que sergiomassa no ser nuestro presidente qué ser de yo con scioli o macri elecciones2015,neg
  rt esperanzaguirrir para hablar de cambio en argentina tener que ganar mauriciomacri deber ser el fin del peronismo y el kirchnerismo ht,pos
  rt albertoravell presidente para uno nuevo etapa ser macri o scioli vía politicaclarin,pos
  mauriciomacri 15 avión privado y mas de 100 micro a quien engaña sorete,neg
rt andradafacu denunciar a cfk y scioli por violar el veda el miedo él tener q tener él ahora él acabar el impunidad solesalvo,neg
  paraguayo poder ver a el rolling en argentina con paquete especial,pos
  rt amancay29 hoy cambier,neu
  rt rctagliaferro hacer mucho año mucho militamo para transformar el argentina el día ser hoy macripresidente,pos
  rt geanny83 facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy persontippinghand airplane snakir eadt423 ff acá q querer hablar con vo oigaaa sábadodeganarseguidores q esperas argentino arg méxico,pos
  rt trocaster mananavotomacriir xq yoli ser a luján hoy en pleno veda pero cuando estar inundado viajar x europa cambier,neg
  beatesouro si ganar macri tiemblo el eje bolivariano,neg
  google yo dar el bienvenida en su homepage con su doodle elecciones2015 buendomingo,pos
  casarosadaar no llorar por tú argentinar vas a ganar otro vez ser nervio y vida d patriagrande evitar kirchner peron y chávez estar ahí,pos
  el filtro de el elección de snapchat el rompar mucho abuso,neg
  enriquechiqkito inés arrimada afirmar que ciudadano preparar nuevo elección en cataluña el líder de bfm,pos
  rt danielscioli con fe en dio y confianza en nuestro pueblo visitar a el virgen de luján patrona de argentina,pos
  rt walterbaigorria buen día país llegar el hora de cambiemos vivir el democracia mvazquezsastre fernanda9843 solecarlos nasgaspa,pos
  rt todonoticia él ya decidir así votar el argentino por el mundo,neu
  rt hartasmujer tv argentino hacer programa sobre violencia contra el mujer antes d el marcha niunameno tv corresponsable 1muj,neg
  rt cuidatuvoto para duda consulta reclar balotaje2015 consultá nuestro web o facebook,neu
rt diegobranco él caer el mentira de quien ganar en el red ir que él poder yovoteascioli prensascioli jovenesxscioli,neg
  rt davidsnchzb este ser el cartel de campaña de ciudadanoscs para el elección general ilusiónnaranjo,neu
  rt ccaricomuna5 hoy ser el día cambier balotaje2015,neu
  rt infobae el poder ejecutivo tener uno exceso de empleo de 90 000 persona por sticcodaniel,neu
  rt luisrodriguezrm uno saludito a scioli de parte de enrique pinti lanochedeml,neu
  viernesintratable estar el sábado 21 como tendencia en buenos aires durante 4 hora trndnl,pos
  yo acabar de enterar que el segundo nombre de scioli ser osvaldo todo el señal para no votar él yo llegar,neu
  no guarionex no ser leonel sino danilir quien sufrir si perder el elección el y su partidario irir a el justicia por desafuero,pos
  albisssima nolascid rosa m calaf siempre él haber creer que cuando él ganar el elección tve venir de regalo,pos
  hacemospatria 2davuelto balotaje2015 bluecircle whitecircle bluecircle hoy más que nunca hacer historia,neg
rt otrapendeja ballotage cómo él definir el presidente si haber empate comentario a penal patear el michetti y atajar scioli lloro,neg
  sealds ふるえる 招待 cne capacitar a miembro de mesa hasta el 412 el tiempo,neu
  rt bbcmundo macri o scioli 5 grande problema económico que deber enfrentar el próximo presidente de argentina,neg
  rt lauritalonso llegar llegamos argentinadecidir elecciones2015,neu
  hoy yo tatúir y haber elección saber como tú poder ir bien a el mierda y chuparme el concha,neg
tanto odiar a estados unidos chikis ya parecer cuba,neg
  entérate cómo él votar en argentina,pos
  rt emagainza el futuro ser hoy cambier macripresidente,neu
ver cuando el paja tú atacar y tú pegar al sillón domingo neuquén argentino,neg
  rt mokcba faltar 17d16h35 m scioli proponer invertir el 1 del pbi en ciencia y técnica yonovotoprocesados mok,neu
  rt valenciaplazar el paripé de el elección primario,neu
  querer que ser el 8 para ir a votar hoy ser el día hoy mi amado argentina cambiar para siempre cambier macripresidente,pos
  no creer que votar en blanco ser hoy uno opción inteligente el cambio poder empezar en argentina contra el populismos efectocontagio,pos
  rt yusmilareyna el cubano aspirar algun diar poder a eligir a nuestro presidente activista ddhh luchar para ese felicidad argir,pos
  rt claramuzzio ser hoy ser acá el ahora macripresidente cambier,neu
  si yo ser argentino votar hoy por daniel scioli para que seguir el paz y el unión de américa latino,pos
  rt senadorishii ya yo encontrar con el agrupación entregar el boleta a el compañero elecciones2015,neu
  deber cívico cumplido a dormirrrr elecciones2015,pos
  rt marga033 scioli ganar en japón yobancoascioli domingodevictoria,pos
  rt lodijomacri para combatir el calor macri trasladar el monumental a sgo del estero,neu
  ya votar vamosscioli elecciones2015,neu
  rt 2015ppt yo avisar que en lujan de cuyo y en ugarteche mendoza llegar el urna el boleta de scioli pero no el de macri hoyv,neu
  rt todospresoskk acá estar arrancar el despliegue hacia el colegio hoy poder ser uno grand día plantéatelo así macripresidente,neu
  argentina él jugar el independencia,pos
  rt psoedeandalucia pacoreyesm ir a ganar el elección porque el español haber sufrir el consecuencia de el recorte del pp,neg
  rt agenciatelam scioli o macri el país elegir al sucesor de cristina en uno histórico balotaje,neu
  rt kalipolis no voto a macri pensar en que yo regalar algo o yo de uno plan de vivienda él voto para ver si él poder laburar en paz y q,pos
  esperar que este día el saber ganar a el mediocridad lejos de manipulación feliz día de el democracia argentino,pos
  c5n marufernandez guillermofavalir este vez no chamuir a el 5 con que gano scioli,neg
  gran transmisión de canal26noticia desde el escuela donde votar macri riéndome y pasándolar genial con el comentario de edserenellini,pos
  rt bastanteraton scioli no estar ni para presidente de mesa,neg
rt briisaec1 si ganar macri no haber bonaerense backhandindexpointingright brokenheart backhandindexpointingleft,neg
  rt gustavo0862 desayuno uno duchita y a presidir uno mesa del 1er balotaje argentino hoyvotomacri cambier,neu
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt mauriciomacri el momento llegar el cambio ser ahora,neu
  dolartoday hoy empezar el cambio en argentina ojalá seguir venezuela basta del populismo empobrecedor,neg
  rt orianamicaelab hoy haber q defender todo él que él lograr nada de volver al pasado ganascioli,pos
  abrazame hasta que decir que no ganar el vendepatria misógino de macri,neg
  rt buryailericardo estar construir uno pedazo de historia empezar a cambiar el país cambier macripresidente,neu
  rt infobae ser aceptar el boleta del 25 de octubre y el que no tener fecha elecciones2015,neu
  macri todavía no ganar y ya traicionar a el ucr gt gt lt lt mejorscioli,neg
  rt lanuevaweb hoy volvar a usar votoenbahía contá tu experiencia en el balotaje,neu
aaaaaahhhh ahora resultar que haber que contenerlo a todo gracia por el aporte máximo,neg
  rt lasaquebarata mamá mamá en el colegio yo decir vago y vo que hacer nada cambier,neg
  cumpleaño show privado desde argentino cherosariomusic música en vivo cont 0987311106 0983996065,neg
  rt marayiratelesur feliz domingo no ser uno domingo cualquiera hoy él jugar el el futuro de argentina y américa latino vea telesur arg,pos
  tecnopolisarg o macri elegí bien yo voto danielscioli,neu
  rt theaviator1992 el día de cambio haber llegar ir junto ir argentina cambier hoyvotomacri,neu
  rt lopezdelcoto c proponer horario laboral europeo y alargar el baja de maternidad y paternidad csasturi,neu
  bravo argentino demostrar que si él poder,pos
rt emmaxdigital cambiemos urno donde voto cfk faja roto foto oficial lanacion,neg
  rt camusbeto el actitud de scioli frente al mensajero de paz de mm complicar el panorama posterior al 10dic scioli cristinizado ya y ser,pos
  almerio cultura almería en corto él promocionar en argentina tras el acuerdo entre diputación y el incaa,pos
  rt diegotorr hoy ser domingo elección definitorio para presidente en mi querida argentino por uno democracia en paz,pos
  que hacer con uno tableta si no poder entrar a uno universidad y con el estomago vacío que demagogiar,neg
en medio del furor elección también vot en racing quién deber reemplazar a milito,neg
  somosbalotajar el número del balotaje2015,neu
  mauriciomacri este ser malcri,neu
  rt roaitt acordate macripresidente hoyvotomacri,neu
  rt hernanralinqueo buen día que tengar uno buen jornada hoy ser uno día histórico para nuestro país argentinaeligir danielscioli,pos
  rt puccinián para q nunca mas él fomentar el odio desde el gobierno y mucho menos con el chico hoyvotomacri macripresidente,neg
  rt lauritalonso gracias a el mil de president de mesa y fiscal q hoy ir a cuidar el voto de todo gracias elecciones2015 ele,pos
  rt bbcmundo macri o scioli 5 grande problema económico que deber enfrentar el próximo presidente de argentina,neg
rt siciliastandup chávez morir de cáncer y venezuela morir de chávez si querer a tu argentina no dej que él pasar él mismo votamar,neg
  rt santosjorgeh él q no poder recuperar en el elección el 12 año perdido él q  poder recuperar en el elección el república el,neg
  votar con conciencia para adelante y no por falso cambio que ser para peor pensar que faltar pero él ir p adelante sciolipresidente,pos
  rt bloquechavista si votar en eleccionesargentina pensar que perder y que ganar el pueblo presente y futuro por scioli seguramente,neg
  rt anainesbernal buen día amigo y amigar hoy renace argentino y yo haber colaborar a crear este pedacito de historia mo,pos
  a cuidar él logrado no olvidar el amor vence siempre ganascioli,pos
  rt 987masradio a partir de el 17 50 nicolasluque conducir el gran operativo elección seguino maselección,pos
rt hameijeiras saber quién ganar si ganar macri agroexportador clarín corporación multinacional,neg
  rt joshepbm pensalo después ya ser tarde y tendrás que hacertir cargo domingodevictorio sciolipresidente yobancoascioli,neu
  rt bastanteraton scioli no estar ni para presidente de mesa,neg
  rt apardorodriguez albertriverar este elección él ganar quien piense más en españa que en su partido ilusiónnaranjo,pos
rt nicovaccab que rarir que c5n no titulo todaviir el gran triunfo de scioli que habrar pasado jajajaj macripresidente elecciones201,neg
  cristo reina zazano en audio y macri presiente,neu
rt gusiskywalker encuesta de urna anoche en asado en don torcuato 11 macri 4 scioli 2 indeciso 2 en blanco,neg
  mejorscioli sciolipresidente en quilmesk todo y todo trabajar por el victoria kolinanacional megustaak,neu
  rt tolosapablo primero balotaje argentinadecidir uno paso mas al fortalecimiento de nuestro democracia,pos
  rt vivirsincfkyar hoy 45 mes de el tragedia de once 52 victima por el herido por vos por mi cambiemos kirchnerismo nuncamás htt,neg
  rt noticiasvenezue argentina él jugar el independencia,pos
  rt myriamsandoval1 hoyvotomacri llego el dia argentino levantatar y andar,neu
  rt bartidrake decision2015 día histórico en nuestro país 1er ballotage de el historia fiscalizo con el convicción de que poder vivir,neu
  rt agenciadyn comenzar el balotaje que definirar al nuevo presidente entre scioli y macri,pos
  elecciones2015 más allá que ganar scioli o macri el verdadero vencedor ser el democracia,pos
  hoy haber mate no cafe guarden taza y saquen su guampito argentina a votar por macri argentinadecidir yovotomacri,pos
  rt raulvk albertrivera poder él presentar con bildu a el elección no hacer falta decir más ilusiónnaranjo ciudadanoscs,neu
hoy escuche a macri en el radio y llore de el emoción,neg
  rt heberlar ya votar ir sciolipresidente mejorscioli scioligán,neu
  lrojo sí pero tú dejar hacer voto nulo aunque ser obligatorio ir a votar xd por dio que no salir macri gt lt,pos
  lanataenel13 hoy más que nunca cambier no más tucumán no más gildo junto a mauricio el nuevo presidente,neu
  a arrancar con todo que hoy él definir votemos tranquilo y con conciencia buendir elecciones2015,pos
  rt leanillia melconiar al banco nacion si ganar macri por favor pensa antes de votar,neg
rt aliciaspicyvery fiscal del pro herido en lamatanza uno culatazo de arma de fuego en el cabeza por evitar uno fraude cambier,neg
  rt c5n este ser el 100 mejor empresa para trabajar en el argentina,pos
  rt domingocarche el político tener uno concepto equivocado de el tv público como si ser parte del botín de el victoria electoral htt,neg
  juan carlos pallarols el bastón presidencial ser de todo elecciones2015 danuferrerar,neu
rt juancampanella solo desde el mente de uno chorro él poder pensar que uno cargo público ser uno premio,neg
  último del año elecciones2015 presidentedemesa memo,neu
  rt clarincom el mejor foto de el campaña de mauricio macri,pos
  rt infobae el poder ejecutivo tener uno exceso de empleo de 90 000 persona por sticcodaniel,neu
  silviamarquez24 elisacarrio abrazo grande lilitar ser el gran estratega de este momento junto a sanz y macri único cambier rr,pos
  buen día otro vez a votar cambiemo,pos
  rt jparenaza comenzar el elección en chile y el argentino votar el balotaje2015 cambier,neu
  lanacion fuera macri leer este,neu
  balotaje votar beder ganar quien ganar ojalá el rioja seguir crecer,pos
rt altoescandalo elecciones2015 difundir este idiota del frente para el derrota cortar el boleta él él termino el curro,neg
  rt periodistaperon macri decir que su procesamiento ser uno maniobra de el k pero el que él procesar ser nismar vo so is nismar votás,neg
  rt ekarina3322 buen dia gente de twiter ir a fiscalizar a el matanza si él poder cambier estar ansiós y nervioso,pos
  rt happineslalita foto lali hoy en el aeropuerto de argentina,pos
  rt vgramon saludo el venezolano él apoyar y también querer que ganar macri edumaw2013 hoyvotomacri,pos
  rt 06release el día ser hoy hacer q este 22n ser inolvidable yocambio macripresidente,pos
  rt vazquezestela1 mauriciomacri mucho bendición estar orgulloso y feliz de tener uno presidente con valor hoyvotomacri ca,pos
  rt soypablomiguel 810 mil correntino estar habilitado para votar entre daniel scioli y mauricio macri hasta ahora todo normal y tranqu,pos
rt lanataenel13 él filtrar mensaje de puntero k pedir a su militancia q poner varios boleta de scioli en el sobre para empiojar,neg
  rt telesurtv enclav por primero vez el argentino votar en uno balotaje presidencial detall,neu
  buen diaa domingo de elección que lindoo,pos
  rt tamarasuju buen día argentino hoy empezar el cambio que el continente latinoamericano necesitar ánimo el venezolano atento,pos
  rt danisantibaniez el hombre gris de el profecía ser el y tú él demostrar,neu
  rt macacha83 ahhh bueh atento serfiscal guillelobo fetcheves,pos
  quién estar peor que ayer video gt gt lt lt conciencia mejorscioli,neu
  tener uno fiscal del fpv al lado y presiento sufrir hasta el seis de el tarde,neg
  rt lilindalive que hoy ser uno día de emoción de cambio hoyvotomacri macripresidente,pos
rt proxvo rt si pensa que ganar macri,neg
  rt poderciudadano cuidemos el voto denunciá y fiscalizá con ojo con el voto o contactano balotaje2015,neg
  rt roxanalpez hoy votar patrio por ese mejorsciolipresidente,neu
  rt vozpopuli el lupa del director jcachoconlupar puesto sobre rajoy y el próximo elección,neu
  rt juancristonomo mañana cambier porque nada ser fácil pero sin duda ser mejor que este doce horrendo e inútil año,pos
eeuu elección trump decir que restablecer el tortura por ahogamiento simulado,neg
  padre en argentina haber elección poder decir yo qué futuro yo esperar,pos
  emocionar ver al pueblo de pie sin miedo defender el republica hoyvotomacri cambiemos macripresidentehoy,neu
  votoydepu a seguir él q dejar el balotaje hasta tarde hoy día político,neu
  rt pablopablo716 ser hoy ser acá ser ahora cambier yo merecemo y poder estar mejor,neu
  que ser el ocho ya lpm yo sentir violencia riva y el concha de el macri,neg
rt juancruzlozano1 si no ganar macri ir a ser el fraude electoral más grande de el historia el porcentaje hablar por si solo yoca,neg
rt norcoreano a día de hoy el único opción de que el pp perder el elección ser que él entrenir rafa benítez,neg
  avellaneda cambiemos gladysgonzalez votar en el escuela nº13 mesa 18 berutti 263,neu
  rt todonoticia ahora en el tapa de arrancar el histórico balotaje,neu
  el futuro de argentina ser hoy elecciones2015 eleccionesargentín,pos
  el libro de autoayuda ser mucho buen para ganar elección no tú comas  el verso comé de verdad,pos
  argentina elegir hoy presidente con macri a el cabeza de el encuesta notextanddrivar,pos
  rt gfchumpitaz el sol asoma en rosario hoy sera uno gran dia para el argentino mauriciomacri presidente cambier vamosjunto,pos
  balotaje especial telefenoticia hoy a partir de el 17 45 con barilirodolfo y cristelefe,neu
  por más derecho y menos derecho sciolipresidente,neg
  el crue celebrar elección mañana con el rector de el universidad de,pos
  rt sebakatz para ser campeón hoy haber que ganar cambier,pos
  mesa 593 elecciones2015 bue domingo,neu
  guillotex camilogarcio por ese y por seso yo voto a scioli mejorscioli,neu
saber como él decir a scioli jugo mal preparado él él ser el mano en el agua,neg
  rt elpayán de rodilla nunca más scioli presidente mejorscioli,neg
  hoy dejar el palabra y ir con el hecho para terminar con el corrupción que destruyo el argentina este,neg
  este elección él ganar quien pensar en españa y no en su partido el nuevo etapa político venir de manos de c ilusionnaranja,pos
  rt infoplatensetw a horas del balotaje atacar local de cambiemos tildir a macri de gato y vender patria ht,neg
  rt agenciatelam scioli o macri el país elegir al sucesor de cristina en uno histórico balotaje,neu
  balotaje2015 ya sabé dónde votás consultá el padrón,neu
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  rt gustocobo por primero vez desde el retorno a el democracia argentino no elegir a uno abogado como presidente,pos
  marianoheller con ese consigna yo parecer que ser momento de ser políticamente incorrecto cambier,neg
  c5n serio lindo que alguno vez hablarar con el gente comun y no con el politico en dia de votacion,pos
  rt omaralicandanga no él soñeear iba correr a el deriva no él soñeeir el ojo ciego bien abierto no él soñar él vivi el 90 no mo,pos
  google dedicar su doodle al balotaje presidencial,neu
  rt jorgevanossi rodriguezale66 uno hora después del final de el comicio massa fijar su posición político vía politicaclarin htt,neu
  rt dipgarayalde yocambio yolovotoamm ser acá ser ahora ser,neu
rt unsubversivo al peronismo él ponés boleta electrónico y perder hasta en el museo evitar,neg
rt marchemosarg yovoteamacri qué lástima que él no poder hacer él elecciones2015,neg
  video en argentina todo estar listo para el primero balotaje de el historia elección,pos
  rt danielscioli con fe en dio y confianza en nuestro pueblo visitar a el virgen de luján patrona de argentina,pos
  rt kimse1 buen día sobreviviente que dio él iluminar y voten bien macripresidente,pos
  rt gonzacivila macri y el nuevo derecha latinoamericano,pos
  mauriciomacri buen día confiamos en vos él que hoy él dar el cambio que necesitar para crecer si él poder mauriciopresidente,pos
  rt melgarejoomatiar hoy cambier para saber que tener mas oportunidad el que estudiar hoyvotomacri,pos
  danielscioli rabolinikarín lorenascioli ir daniel hoy tú convertís en él héroe del país tú convertís en nuestro presidente,pos
  rt lpo exclusivo scioli rechazar en malo término uno emisario de macri vía lpo,neg
  llego el día el primero ballotage de el historia político d el república democrático que soño alfonsín votasinmiedo,neu
  rt tconnelson hoy yo voto macri porque estar seguro que no él ir a hacer casa a el asesino del pueblo,neg
  rt infobae ampliar por uno amenaza de bomba ser desviar avión que ir de nueva york a estambul,neg
rt micathorp yo matar porque aparecer en ingl it is a election day este ser argentino papo,neg
  rt santosjorgeh él q no poder recuperar en el elección el 12 año perdido él q  poder recuperar en el elección el república el,neg
  video en argentina todo estar listo para el primero balotaje de el historia elección laiguanatv,pos
menem votar a scioli vo vota a scioli para que no ganar el derecha ajá,neg
  querer que mascherano él decir a scioli vamo manco hoy tú convertís en héroe,neu
rt edumaw2013 scioli búsquense abogado el ciudadano él haber decir en el urna que no defender ladrón hoyvotomacri,neg
  a fiscalizar cambier y a festejar a el plaza,neu
  rt radioalfalfa genpenaloza bluecircle argentinadecidir scioli el candidato atrapado entre el espada y el kristina atrapado sin salida,neg
  infobae cambier macri  presidente ricbenedetti adarsha00 elisacarrio radiomitre mariuvidal flaviobuccino ntarnopolsky argentinar sí,pos
  rt andreslablundo compañero ser protagonista del triunfo defendamo el patria en el urna sciolipresidente,pos
  elecciones2015 8 15 ir uno de el primero en votar ahora a esperar por el nuevo presidente desde el trabajo incertidumbreporsaber,pos
  rt paolaholguin mauriciomacri yocambio argentina tener uno gran oportunidad para empezar a construir uno gran historia,pos
  seydouxlea hermoso saludo desde argentina,pos
  rt lanataenel13 hoy argentino decir bastar a el atropello institucional al estado que perseguir a el corrupción y a el mentira viv,neg
  hoy ser el día por favor amigo a no retroceder macri ser el mismo que cerrar más de 100 lugar de el cultura en,neu
  rt marimoooon por favor argentino ni uno paso atrás mejorscioli heartsuit,pos
  domingo de elección el verdad querer estar en tu lugar jakito,pos
  rt fedede10 cambier x chorro noooo votoascioli sciolipresidente elecciones2015 hoyyodigoque fitoentvr lanochedeml,neg
rt bracesco barómetro social boca de urna corte 15hs macri 59 scioli 28,neg
  scioli ganar en japón yobancoascioli domingodevictoria,pos
si hoy macripresidente él ganar al manco olvidate vuelvo a boca y yo garchir 2 pendeja por dia,neg
rt clarincom el rioja detener a uno fiscal de cambiemos por estacionar mal su moto,neg
  rt borimartinez9 esperar que hoy él respetar el democracia y cumplan con el participación político hoy tener uno nuevo presidente e,pos
  rt agusffox ser hoy ser acá ser ahora hoyvotomacri cambier,neu
  argentinar el agenda educativo del próximo presidente venezuela,pos
  no dejar que macri privatizar nuestro amor uno piropo que decir,pos
  domingo 6 30 am con laborda desayunar uno volver de trabajar y el otro él ir a trabajar parejatrabajadoro casamiento elección,neu
  rezo porque no ganar macri,neg
  yovotoascioli vaaaaaamos,neu
  rt zuliano60 feliz domingo ir argentinar el malvina ser latino mejorscioli rt,pos
  rt jgverte tú querer cfkargentina redheart ro él sciolipresidente,pos
  rt todonoticias presidente en pañal de el cuna a el casa rosado,neu
loco pero no boludo aguante bielso loco yovoteascioli mejorscioli sciolipresidente,neg
si yo quer votá a scioli pfffff pero rajá de aca imbecil,neg
yovotéascioli porque apostar al cambio ser negar todo el derecho conseguido y retroceder como país ir argentino ir scioli,neg
  el egipcio votar en 2da fase de elección parlamentario,neu
  rt mercedesjoury día histórico y emocionante nuestro primero ballotage sigar fortalecer ntrir democracia defendar el voto d el g,pos
  rt indianvalir hoyvotomacri 22n dia historico para mi argentina hoy renacer el esperanza del cambio y el esperanza él llamar mauricioma,pos
  el alegría que proponer macri no ser el nuestro sino el del fmi,pos
  mauriciomacri buen suerte macri hoy argentino ir a cambiar él,pos
  rt infobae juan carlos pallarols el bastón presidencial ser de todo elecciones2015 danuferrerar,neu
rt dragonesdenano a el 18hs salimos a evitar el fraude del fpv en el correo y en todo el pai llevar globo y paloma,neg
  memorio verdad y justicia yovotoascioli sciolipresidente,pos
javierhgarcia tú falto menem con el 49 no tú olvid que ser parte del que originar a cfk o scioli en su mandato cuando liderar el pj,neg
  rt lanacion por falta de reserva el bcra recurrir a dólares de el banco,neg
ricardoapalma nicoalbertini matiasehuili mariposapontiar como tú extrañar queganescioli sciolipresidente,neg
edulad en el mía menos de macri y en el de mi viejo menos de scioli decir q ir ganar scioli,neg
  rt alejandrogust x el y x todo él q mañana no poder votar xq el gobierno el asesino mañana cambier,pos
  rt mrpiromalli hoyvotomacri porque ser él mejor para todo ir argentino argentino argentino blueheart whitecircle blueheart,pos
  concienciar gente macripresidente uncambio,neu
  rt minutounocom elección2015 por el balotaje este lunes no haber clase en 5 mil escuela bonaerense,neu
rt unsubversivo al peronismo él ponés boleta electrónico y perder hasta en el museo evitar,neg
  rt todonoticia ahora en el tapa de el día del histórico balotaje,neu
  rt radiomitre eleccionesmitre ya empezar el votación del balotaje seguí todo el novedad durante todo el día en radiomitre,pos
si no ganar scioli ruego que mi pensamiento sobre macri estar equivocar,neg
  c5n basubte ganar el proque empezar el juegos del hambre y el fondo buitr chau país productivo saludir al nuevo procesado,neg
  rt casarosadaar el premio nobel de economía cuestionar el receta de austeridad fiscal y destacar el camino seguido por argentina,neg
  rt carlosramirezl3 vivar el elección apruer más de 250 millón para barrio nuevo barrio tricolor,pos
